318,departamento
319,deporte
320,derecha
321,derecho
322,desaparecer
323,desarrollo
324,descanso
325,desear
326,deseo
327,desierto
328,despejado
329,destino
330,destrucción
331,deterioro
332,día
333,diagonal
334,diarrea
335,dibujo
336,diccionario
337,dictadura
338,diente
339,diez
340,diferencia
341,diferente
342,difícil
343,dinero
344,dios
345,dirección
346,director
347,diverso
348,doblar
349,documento
350,dolor
351,doloroso
352,domingo
353,don
354,dormitorio
355,dos
356,dragón
357,duda
358,dulce
359,durazno
360,duro
361,economía
362,edad
363,edificio
364,educación
365,efecto
366,ejemplo
367,elección
368,electricidad
369,elefante
370,elemento
371,elevador
372,emociones
373,empatía
374,empeorar
375,empleo
376,empresa
377,encantado
378,encantarse
379,encuentro
380,energía
381,enfermedad
382,enojado
383,enojarse
384,enojo
385,entorno
386,entrada
387,entre
388,entretenimiento
389,entrevistar
390,entristecerse
391,época
392,equipo
393,equivocación
394,escalera
395,escribir
396,escritorio
397,escuela
398,escultura
399,esfuerzo
400,espacio
401,espalda
402,español
403,especial
404,especie
405,espectáculo
406,espectador
407,espejo
408,espera
409,esperanza
410,espinilla
411,espíritu
412,esposo
413,estación
414,estado
415,estar
416,este
417,estilo
418,estómago
419,estrella
420,estricto
421,estructura
422,estudio
423,etapa
424,existencia
425,existir
426,éxito
427,experiencia
428,expresión
429,exterior
430,fábrica
431,fácil
432,falda
433,falso
434,falta
435,faltar
436,familia
437,fase
438,favor
439,fecha
440,felicidad
441,feliz
442,figura
443,fin
444,firme
445,flexible
446,flor
447,fondo
448,forma
449,formación
450,formalidad
451,fracaso
452,francés
453,frente
454,fresco
455,frío
456,frontal
457,fruta
458,fuego
459,fuerte
460,fuerza
461,función
462,futuro
463,gafas
464,galaxia
465,gallina
466,gas
467,gaseosa
468,gato
469,general
470,generar
471,gente
472,geografía
473,gobernador
474,gobierno
475,golpear
476,gorrión
477,grabado
478,grado
479,gramo
480,gran
481,grande
482,gripe
483,gris
484,grueso
485,grupo
486,guerra
487,guitarra
488,haber
489,habilidad
490,habitación
491,hablar
492,halcón
493,hermano
494,herramientas
495,hielo
496,hierro
497,hígado
498,hijo
499,hilo
500,historia
501,hogar
502,hoja
503,hombre
504,hombro
505,hongo
506,hora
507,horizonte
508,horrible
509,hotel
510,hoy
511,hueso
512,humanidad
513,humano
514,idea
515,idioma
516,igual
517,igualdad
518,imagen
519,importante
520,imposible
521,improbable
522,incorrecto
523,individuo
524,inferior
525,infinito
526,información
527,informe
528,inglés
529,innovación
530,insecto
531,inspiración
532,instante
533,instituto
534,intento
535,interés
536,interesado
537,interesarse
538,interior
539,internacional
540,interrupción
541,investigación
542,invierno
543,ir
544,isla
545,izquierda
546,japonés
547,jardín
548,jirafa
549,joven
550,judías
551,jueves
552,jugar
553,junto
554,justicia
555,kilo
556,labio
557,lado
558,lagarto
559,lágrima
560,laguna
561,langosta
562,lanzar
563,largo
564,lateral
565,leer
566,lejano
567,lenguaje
568,león
569,levantar
570,ley
571,libertad
572,libro
573,liderazgo
574,ligero
575,litro
576,llave
577,llegar
578,llevar
579,llorar
580,lluvia
581,local
582,logro
583,lombriz
584,lugar
585,luna
586,lunes
587,luz
588,madre
589,magia
590,malo
591,manera
592,manga
593,mano
594,manual
595,manzana
596,mañana
597,máquina
598,mar
599,marea
600,mariposa
601,marisco
602,marrón
603,martes
604,materiales
605,matrimonio
606,mayor
607,mayoría
608,medida
609,medidas
610,mediodía
611,mejora
612,mejorar
613,melodía
614,memoria
615,menor
616,mente
617,mentira
618,mercado
619,mes
620,mesa
621,metal
622,metro
623,mi
624,miedo
625,miércoles
626,mil
627,milenio
628,milímetro
629,millón
630,millonésimo
631,ministro
632,minoría
633,minuto
634,mirada
635,misterio
636,modo
637,molusco
638,momento
639,mono
640,montaña
641,morder
642,morir
643,mosca
644,mosquito
645,mover
646,movimiento
647,muerte
648,mujer
649,mundial
650,mundo
651,municipio
652,muñeca
653,músculo
654,música
655,muslo
656,nacer
657,nacimiento
658,nación
659,nacional
660,naranja
661,nariz
662,naturaleza
663,necesario
664,necesidad
665,negar
666,negro
667,nieto
668,nieve
669,niño
670,norma
671,norte
672,noticia
673,nube
674,nublado
675,nuestro
676,nueve
677,nuevo
678,nuez
679,número
680,números
681,objetivo
682,objeto
683,objetos
684,obligación
685,obra
686,ocasión
687,ocho
688,odiar
689,oeste
690,oficina
691,oído
692,oír
693,ojo
694,oler
695,olfato
696,oportunidad
697,orden
698,oreja
699,organización
700,origen
701,oro
702,orquídea
703,otoño
704,otro
705,oveja
706,paciencia
707,padre
708,país
709,pájaro
710,palabra
711,palma
712,panel
713,pantalla
714,pantalón
715,papel
716,paraguas
717,parasol
718,parecido
719,pareja
720,parlamentario
721,parte
722,particular
723,partido
724,partir
725,pasado
726,pasión
727,paso
728,pasto
729,pata
730,patatas
731,patear
732,paz
733,pecho
734,pegar
735,pensamiento
736,pensar
737,penúltimo
738,pequeño
739,pera
740,percepción
741,percibir
742,perfume
743,periódico
744,periodismo
745,perjuicio
746,permiso
747,perro
748,persona
749,personalidad
750,pesado
751,peso
752,pez
753,picante
754,pie
755,piel
756,pierna
757,pino
758,pintura
759,piso
760,placer
761,planeta
762,planta
763,plantas
764,plata
765,plátano
766,playa
767,plomo
768,población
769,poesía
770,policía
771,polilla
772,política
773,político
774,pomo
775,poner
776,posibilidad
777,posible
778,posición
779,posterior
780,potencia
781,pradera
782,precio
783,pregunta
784,prenda
785,presencia
786,presente
787,presidente
788,primavera
789,primer
790,primo
791,privado
792,probabilidad
793,probable
794,problema
795,proceso
796,producción
797,producto
798,profesión
799,programa
800,progreso
801,prohibición
802,propio
803,provincia
804,proyecto
805,público
806,pueblo
807,puente
808,puerta
809,pulpo
810,punto
811,querer
812,quinto
813,quitar
814,rábano
815,raíz
816,rana
817,raro
818,ratón
819,rayo
820,razón
821,real
822,realidad
823,recibir
824,reciente
825,recoger
826,recuerdo
827,reducción
828,reflejo
829,región
830,regional
831,reír
832,relación
833,relámpago
834,relativo
835,risa
836,roca
837,rojo
838,romper
839,ropa
840,rosa
841,rural
842,ruta
843,sábado
844,sabiduría
845,sal
846,salado
847,saltamontes
848,salud
849,sandía
850,sangre
851,sardina
852,secreto
853,sector
854,secuencia
855,seguir
856,segundo
857,seguridad
858,seis
859,selva
860,semana
861,semilla
862,sendero
863,sensación
864,sensaciones
865,sentido
866,sentimiento
867,sentir
868,señalar
869,señor
870,separado
871,ser
872,serie
873,serio
874,serpiente
875,servicio
876,siete
877,siglo
878,significado
879,siguiente
880,silencio
881,silla
882,símbolo
883,similitud
884,sistema
885,situación
886,sobrino
887,social
888,sociedad
889,sol
890,solapa
891,solicitud
892,solidaridad
893,solitario
894,solo
895,solución
896,sombra
897,sonido
898,sonrisa
899,sorprenderse
900,sorprendido
901,sorpresa
902,su
903,suave
904,subterráneo
905,suelo
906,sueño
907,sugerencia
908,sujetador
909,sujetar
910,superficie
911,superior
912,sur
913,sustantivos
914,susto
915,susurro
916,tacto
917,tallo
918,talón
919,tamaño
920,tarde
921,tecnología
922,tema
923,tener
924,tercero
925,texto
926,tiempo
927,tierra
928,tigre
929,tío
930,tipo
931,tocar
932,tomar
933,tomate
934,tormenta
935,total
936,trabajo
937,traer
938,trancar
939,tranquilo
940,transacción
941,transcurso
942,transformación
943,tránsito
944,transporte
945,transportes
946,trasero
947,tren
948,tres
949,trigo
950,triste
951,tristeza
952,trueno
953,tu
954,tulipán
955,último
956,único
957,unido
958,universal
959,universidad
960,universo
961,uno
962,uña
963,urbano
964,uso
965,usual
966,vaca
967,vaca
968,vacaciones
969,valentía
970,valor
971,valor
972,vapor
973,vecino
974,vegetal
975,vehículo
976,velocidad
977,vender
978,venganza
979,venir
980,ventana
981,ventana
982,ver
983,verano
984,verbos
985,verdad
986,verdad
987,verde
988,verdura
989,vez
990,vía
991,viaje
992,viaje
993,victoria
994,vida
995,vidrio
996,viejo
997,viento
998,viento
999,viernes
1000,villa
1001,violeta
1002,violín
1003,visión
1004,vista
1005,vivir
1006,volcán
1007,volcán
1008,volumen
1009,volver
1010,voz
1011,vuelo
1012,vuelto
1013,vuestro
1014,wafle
1015,watt
1016,web
1017,whisky
1018,widget
1019,wifi
1020,zafiro
1021,zambullida
1022,zanahoria
1023,zanahoria
1024,zanja
1025,zapatilla
1026,zapato
1027,zarpazo
1028,zarza
1029,zodiaco
1030,zombi
1031,zona
1032,zorro
1033,zumba
1034,zurdo
1035,zurrón
